Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
6,2,0,8,6.42,Humanities,5,5.483333333,Sociology (B.A)
6,10,4,6,5.91,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,6,8,5.34,Commerce,6,6.733333333,Economics (B.Com)
6,10,6,4,8.14,Humanities,5,6.633333333,Political Science (B.A)
8,0,4,8,8.04,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,6,6,8,8.52,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,0,2,8.14,Humanities,5,5.583333333,Art History (B.A)
6,10,4,8,9.16,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,0,2,4,6.72,Commerce,6,6.833333333,Finance (B.Com)
8,2,6,0,5.49,Humanities,5,5.516666667,History (B.A)
0,10,6,6,7.22,Science,8,7.35,Psychology (B.Sc)
8,4,10,8,8.09,Commerce,6,6.9,Marketing (B.Com)
0,4,10,10,5.16,Humanities,5,6.266666667,English Literature (B.A)
2,10,8,2,6.09,Science,8,7.466666667,Physics (B.Sc)
0,2,8,6,6.66,Commerce,6,6.833333333,Accounting (B.Com)
0,10,10,6,5.36,Humanities,5,5.533333333,Philosophy (B.A)
2,10,10,10,9.64,Science,8,7.283333333,Biology (B.Sc)
10,10,2,6,9.89,Commerce,6,6.8,International Business (B.Com)
0,0,4,8,6.46,Humanities,5,5.483333333,Sociology (B.A)
6,4,0,2,8.85,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,8,0,5.96,Commerce,6,6.733333333,Economics (B.Com)
0,0,4,0,7.92,Humanities,5,6.633333333,Political Science (B.A)
2,4,6,0,6.9,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,2,0,4,9.15,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,10,6,8,5.24,Humanities,5,5.583333333,Art History (B.A)
4,2,4,8,5.28,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,8,8,8,7.36,Commerce,6,6.833333333,Finance (B.Com)
6,6,8,2,6.37,Humanities,5,5.516666667,History (B.A)
0,8,0,8,7.35,Science,8,7.35,Psychology (B.Sc)
10,6,10,4,5.25,Commerce,6,6.9,Marketing (B.Com)
6,6,10,10,5.91,Humanities,5,6.266666667,English Literature (B.A)
0,0,10,2,7.71,Science,8,7.466666667,Physics (B.Sc)
4,0,2,4,6.86,Commerce,6,6.833333333,Accounting (B.Com)
2,10,6,4,7.92,Humanities,5,5.533333333,Philosophy (B.A)
6,0,6,0,8.05,Science,8,7.283333333,Biology (B.Sc)
10,2,10,8,8.9,Commerce,6,6.8,International Business (B.Com)
6,10,6,4,5.88,Humanities,5,5.483333333,Sociology (B.A)
4,2,0,6,5.26,Science,8,7.666666667,Computer Engineering (B.Tech)
10,2,4,4,7.9,Commerce,6,6.733333333,Economics (B.Com)
10,4,8,4,8.29,Humanities,5,6.633333333,Political Science (B.A)
6,8,4,4,6.58,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,2,6,9.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,4,6,0,6.59,Humanities,5,5.583333333,Art History (B.A)
2,8,0,4,6.01,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,0,10,4,8.11,Commerce,6,6.833333333,Finance (B.Com)
0,10,0,10,8.48,Humanities,5,5.516666667,History (B.A)
2,10,4,6,7.35,Science,8,7.35,Psychology (B.Sc)
10,0,10,8,5.49,Commerce,6,6.9,Marketing (B.Com)
8,6,2,4,7.1,Humanities,5,6.266666667,English Literature (B.A)
4,0,0,8,8.53,Science,8,7.466666667,Physics (B.Sc)
2,6,2,6,9.9,Commerce,6,6.833333333,Accounting (B.Com)
0,0,8,2,8.34,Humanities,5,5.533333333,Philosophy (B.A)
2,10,10,2,7.75,Science,8,7.283333333,Biology (B.Sc)
2,8,2,2,5.65,Commerce,6,6.8,International Business (B.Com)
8,10,6,10,7.01,Humanities,5,5.483333333,Sociology (B.A)
2,10,6,2,9.96,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,6,6,5.36,Commerce,6,6.733333333,Economics (B.Com)
10,10,2,6,9.68,Humanities,5,6.633333333,Political Science (B.A)
8,10,8,6,5.91,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,6,2,8.91,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,0,0,0,7.46,Humanities,5,5.583333333,Art History (B.A)
2,0,0,4,5.96,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,6,10,8,5.53,Commerce,6,6.833333333,Finance (B.Com)
10,0,8,8,6.93,Humanities,5,5.516666667,History (B.A)
4,4,4,8,6.72,Science,8,7.35,Psychology (B.Sc)
6,6,0,0,7.21,Commerce,6,6.9,Marketing (B.Com)
2,6,0,4,8.97,Humanities,5,6.266666667,English Literature (B.A)
0,8,0,6,7.42,Science,8,7.466666667,Physics (B.Sc)
6,10,6,6,8.73,Commerce,6,6.833333333,Accounting (B.Com)
8,8,10,0,5.84,Humanities,5,5.533333333,Philosophy (B.A)
8,4,8,4,8.51,Science,8,7.283333333,Biology (B.Sc)
10,10,6,6,9.52,Commerce,6,6.8,International Business (B.Com)
0,8,2,4,7.32,Humanities,5,5.483333333,Sociology (B.A)
8,0,0,2,8.55,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,4,4,8.31,Commerce,6,6.733333333,Economics (B.Com)
2,0,6,8,9.83,Humanities,5,6.633333333,Political Science (B.A)
8,0,10,4,8.79,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,2,10,4,8.83,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,0,2,4,7.93,Humanities,5,5.583333333,Art History (B.A)
4,0,10,0,6.13,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,6,4,10,8.57,Commerce,6,6.833333333,Finance (B.Com)
0,4,4,4,8.97,Humanities,5,5.516666667,History (B.A)
0,10,2,0,8.37,Science,8,7.35,Psychology (B.Sc)
4,8,8,4,7.52,Commerce,6,6.9,Marketing (B.Com)
6,10,4,10,7.65,Humanities,5,6.266666667,English Literature (B.A)
8,10,10,6,6.46,Science,8,7.466666667,Physics (B.Sc)
8,6,2,6,6.39,Commerce,6,6.833333333,Accounting (B.Com)
8,4,8,4,5.46,Humanities,5,5.533333333,Philosophy (B.A)
4,2,0,8,7.63,Science,8,7.283333333,Biology (B.Sc)
2,6,2,6,5.13,Commerce,6,6.8,International Business (B.Com)
4,8,10,8,5.19,Humanities,5,5.483333333,Sociology (B.A)
0,6,10,4,5.6,Science,8,7.666666667,Computer Engineering (B.Tech)
6,2,6,6,8.32,Commerce,6,6.733333333,Economics (B.Com)
2,10,8,2,7.23,Humanities,5,6.633333333,Political Science (B.A)
2,6,10,0,5.54,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,8,0,10,8.16,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,0,0,2,5.02,Humanities,5,5.583333333,Art History (B.A)
2,0,6,2,7.34,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,0,4,4,7.6,Commerce,6,6.833333333,Finance (B.Com)
6,0,0,8,6.17,Humanities,5,5.516666667,History (B.A)
2,4,8,10,7.94,Science,8,7.35,Psychology (B.Sc)
8,0,0,6,5.05,Commerce,6,6.9,Marketing (B.Com)
8,4,4,6,6.49,Humanities,5,6.266666667,English Literature (B.A)
8,8,8,2,6.93,Science,8,7.466666667,Physics (B.Sc)
4,2,10,6,6.98,Commerce,6,6.833333333,Accounting (B.Com)
0,0,6,0,9.35,Humanities,5,5.533333333,Philosophy (B.A)
4,0,2,2,8.81,Science,8,7.283333333,Biology (B.Sc)
2,10,0,6,5.78,Commerce,6,6.8,International Business (B.Com)
2,6,2,2,6.1,Humanities,5,5.483333333,Sociology (B.A)
0,4,2,0,8.43,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,0,0,6.53,Commerce,6,6.733333333,Economics (B.Com)
2,8,6,0,8.33,Humanities,5,6.633333333,Political Science (B.A)
6,0,2,10,5.06,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,10,0,4,6.81,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,2,10,6,5.14,Humanities,5,5.583333333,Art History (B.A)
2,10,2,0,8.07,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,6,0,10,8.71,Commerce,6,6.833333333,Finance (B.Com)
8,4,10,6,8.2,Humanities,5,5.516666667,History (B.A)
2,8,0,2,9.4,Science,8,7.35,Psychology (B.Sc)
4,4,6,10,8.46,Commerce,6,6.9,Marketing (B.Com)
0,4,10,6,8.78,Humanities,5,6.266666667,English Literature (B.A)
0,6,2,0,8.83,Science,8,7.466666667,Physics (B.Sc)
4,2,2,10,6.37,Commerce,6,6.833333333,Accounting (B.Com)
4,2,8,0,9.56,Humanities,5,5.533333333,Philosophy (B.A)
0,2,6,8,9.03,Science,8,7.283333333,Biology (B.Sc)
2,0,6,4,8,Commerce,6,6.8,International Business (B.Com)
4,4,6,0,8.62,Humanities,5,5.483333333,Sociology (B.A)
8,10,6,0,5.38,Science,8,7.666666667,Computer Engineering (B.Tech)
4,0,4,4,5.68,Commerce,6,6.733333333,Economics (B.Com)
2,8,4,6,7.91,Humanities,5,6.633333333,Political Science (B.A)
8,8,2,6,5.05,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,4,10,10,8.95,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,10,6,10,9.63,Humanities,5,5.583333333,Art History (B.A)
6,10,10,10,7.47,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,6,10,4,8.1,Commerce,6,6.833333333,Finance (B.Com)
8,2,6,6,5.06,Humanities,5,5.516666667,History (B.A)
4,2,2,0,9.62,Science,8,7.35,Psychology (B.Sc)
6,0,2,8,8.94,Commerce,6,6.9,Marketing (B.Com)
6,0,10,0,6.5,Humanities,5,6.266666667,English Literature (B.A)
10,6,8,2,9.7,Science,8,7.466666667,Physics (B.Sc)
4,2,6,8,8.51,Commerce,6,6.833333333,Accounting (B.Com)
10,4,6,0,8.64,Humanities,5,5.533333333,Philosophy (B.A)
2,4,2,2,6.55,Science,8,7.283333333,Biology (B.Sc)
0,6,4,6,5.24,Commerce,6,6.8,International Business (B.Com)
6,4,2,4,7.28,Humanities,5,5.483333333,Sociology (B.A)
4,8,2,4,5.45,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,10,8,9.75,Commerce,6,6.733333333,Economics (B.Com)
0,6,10,6,5.34,Humanities,5,6.633333333,Political Science (B.A)
4,2,4,10,8.14,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,4,8,6,7.46,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,2,10,0,7.85,Humanities,5,5.583333333,Art History (B.A)
4,4,0,10,6.06,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,8,0,10,7.53,Commerce,6,6.833333333,Finance (B.Com)
10,2,0,0,5.93,Humanities,5,5.516666667,History (B.A)
2,0,2,8,7.97,Science,8,7.35,Psychology (B.Sc)
8,6,2,4,7.12,Commerce,6,6.9,Marketing (B.Com)
8,4,8,4,8.55,Humanities,5,6.266666667,English Literature (B.A)
10,8,0,6,6.47,Science,8,7.466666667,Physics (B.Sc)
4,2,6,4,7.29,Commerce,6,6.833333333,Accounting (B.Com)
2,6,4,2,5.58,Humanities,5,5.533333333,Philosophy (B.A)
8,2,10,8,6.33,Science,8,7.283333333,Biology (B.Sc)
10,0,4,4,6.97,Commerce,6,6.8,International Business (B.Com)
4,8,10,0,6.26,Humanities,5,5.483333333,Sociology (B.A)
4,6,4,10,6.97,Science,8,7.666666667,Computer Engineering (B.Tech)
2,8,8,8,9.79,Commerce,6,6.733333333,Economics (B.Com)
0,8,0,8,8.68,Humanities,5,6.633333333,Political Science (B.A)
4,2,10,2,7.96,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,2,10,0,9.55,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,2,4,8,9.53,Humanities,5,5.583333333,Art History (B.A)
10,6,6,6,8.46,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,2,4,2,9.27,Commerce,6,6.833333333,Finance (B.Com)
0,0,8,6,8.21,Humanities,5,5.516666667,History (B.A)
4,8,0,0,6.01,Science,8,7.35,Psychology (B.Sc)
6,4,8,4,8.23,Commerce,6,6.9,Marketing (B.Com)
6,6,8,6,6.42,Humanities,5,6.266666667,English Literature (B.A)
0,2,2,10,5.13,Science,8,7.466666667,Physics (B.Sc)
8,4,8,8,6.26,Commerce,6,6.833333333,Accounting (B.Com)
0,6,6,2,8.84,Humanities,5,5.533333333,Philosophy (B.A)
4,2,2,4,5.52,Science,8,7.283333333,Biology (B.Sc)
2,4,6,10,8.28,Commerce,6,6.8,International Business (B.Com)
10,6,2,2,9.11,Humanities,5,5.483333333,Sociology (B.A)
8,0,4,6,5.85,Science,8,7.666666667,Computer Engineering (B.Tech)
6,0,4,0,8.9,Commerce,6,6.733333333,Economics (B.Com)
10,6,10,8,8.82,Humanities,5,6.633333333,Political Science (B.A)
6,6,0,0,8.3,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,4,4,10,5.42,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,0,0,10,6.36,Humanities,5,5.583333333,Art History (B.A)
2,0,4,0,7.03,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,2,2,0,9.72,Commerce,6,6.833333333,Finance (B.Com)
2,8,0,6,7.81,Humanities,5,5.516666667,History (B.A)
10,2,0,4,9.1,Science,8,7.35,Psychology (B.Sc)
10,2,10,6,5.28,Commerce,6,6.9,Marketing (B.Com)
8,6,0,10,9.35,Humanities,5,6.266666667,English Literature (B.A)
8,8,2,10,9.33,Science,8,7.466666667,Physics (B.Sc)
8,6,10,4,6.43,Commerce,6,6.833333333,Accounting (B.Com)
4,6,6,2,6.79,Humanities,5,5.533333333,Philosophy (B.A)
0,10,8,10,6.02,Science,8,7.283333333,Biology (B.Sc)
4,0,2,2,7.85,Commerce,6,6.8,International Business (B.Com)
10,0,0,6,9.87,Humanities,5,5.483333333,Sociology (B.A)
10,6,2,0,5.22,Science,8,7.666666667,Computer Engineering (B.Tech)
0,0,10,4,7.17,Commerce,6,6.733333333,Economics (B.Com)
10,2,0,2,9.2,Humanities,5,6.633333333,Political Science (B.A)
10,10,8,8,6.02,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,10,0,10,6.51,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,6,6,0,5.3,Humanities,5,5.583333333,Art History (B.A)
2,10,0,2,7.09,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,8,6,2,8.73,Commerce,6,6.833333333,Finance (B.Com)
0,0,8,10,8.91,Humanities,5,5.516666667,History (B.A)
10,2,2,10,5.6,Science,8,7.35,Psychology (B.Sc)
2,10,10,0,5.02,Commerce,6,6.9,Marketing (B.Com)
4,4,4,4,7.15,Humanities,5,6.266666667,English Literature (B.A)
0,4,2,0,8.3,Science,8,7.466666667,Physics (B.Sc)
10,8,0,0,9.54,Commerce,6,6.833333333,Accounting (B.Com)
10,8,10,6,6.74,Humanities,5,5.533333333,Philosophy (B.A)
8,0,2,0,7.78,Science,8,7.283333333,Biology (B.Sc)
6,0,0,2,6.5,Commerce,6,6.8,International Business (B.Com)
6,10,6,8,9.69,Humanities,5,5.483333333,Sociology (B.A)
10,2,8,4,6.77,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,2,4,5.06,Commerce,6,6.733333333,Economics (B.Com)
10,4,2,4,9.43,Humanities,5,6.633333333,Political Science (B.A)
4,8,6,8,6.01,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,2,2,10,9.34,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,4,10,6,8.78,Humanities,5,5.583333333,Art History (B.A)
0,4,4,0,8.59,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,6,4,8.97,Commerce,6,6.833333333,Finance (B.Com)
8,0,10,6,7.96,Humanities,5,5.516666667,History (B.A)
10,2,0,4,6.45,Science,8,7.35,Psychology (B.Sc)
6,8,2,8,6.34,Commerce,6,6.9,Marketing (B.Com)
8,2,10,4,6.78,Humanities,5,6.266666667,English Literature (B.A)
2,4,4,2,7.86,Science,8,7.466666667,Physics (B.Sc)
10,4,4,6,9.97,Commerce,6,6.833333333,Accounting (B.Com)
0,4,6,4,9.97,Humanities,5,5.533333333,Philosophy (B.A)
10,6,2,4,6.92,Science,8,7.283333333,Biology (B.Sc)
2,6,6,2,8.3,Commerce,6,6.8,International Business (B.Com)
0,2,8,8,9.15,Humanities,5,5.483333333,Sociology (B.A)
8,2,6,8,5.23,Science,8,7.666666667,Computer Engineering (B.Tech)
0,0,8,0,6.37,Commerce,6,6.733333333,Economics (B.Com)
6,8,8,0,8.36,Humanities,5,6.633333333,Political Science (B.A)
2,0,6,4,5.9,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,8,8,10,6.3,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,4,2,8,8.2,Humanities,5,5.583333333,Art History (B.A)
2,4,8,2,8.5,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,8,4,10,6.05,Commerce,6,6.833333333,Finance (B.Com)
2,0,6,6,5.68,Humanities,5,5.516666667,History (B.A)
10,6,4,6,7.95,Science,8,7.35,Psychology (B.Sc)
0,2,0,2,5.59,Commerce,6,6.9,Marketing (B.Com)
4,2,0,4,5.63,Humanities,5,6.266666667,English Literature (B.A)
6,8,0,4,9.34,Science,8,7.466666667,Physics (B.Sc)
6,8,8,10,5.52,Commerce,6,6.833333333,Accounting (B.Com)
4,4,10,8,9.53,Humanities,5,5.533333333,Philosophy (B.A)
0,4,10,4,9.8,Science,8,7.283333333,Biology (B.Sc)
6,4,10,10,8.48,Commerce,6,6.8,International Business (B.Com)
2,8,10,10,7.4,Humanities,5,5.483333333,Sociology (B.A)
10,10,2,6,7.96,Science,8,7.666666667,Computer Engineering (B.Tech)
10,2,8,6,6.85,Commerce,6,6.733333333,Economics (B.Com)
8,0,2,4,7.43,Humanities,5,6.633333333,Political Science (B.A)
6,0,10,6,8.34,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,8,8,6,7.29,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,2,4,0,9.06,Humanities,5,5.583333333,Art History (B.A)
0,0,10,2,5.09,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,10,8,2,7.44,Commerce,6,6.833333333,Finance (B.Com)
8,6,10,4,5.16,Humanities,5,5.516666667,History (B.A)
0,10,0,2,9.15,Science,8,7.35,Psychology (B.Sc)
2,6,6,0,6.85,Commerce,6,6.9,Marketing (B.Com)
6,8,6,0,6.03,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,4,8.81,Science,8,7.466666667,Physics (B.Sc)
4,8,0,2,7.55,Commerce,6,6.833333333,Accounting (B.Com)
0,0,6,6,6.42,Humanities,5,5.533333333,Philosophy (B.A)
4,4,8,6,6.39,Science,8,7.283333333,Biology (B.Sc)
10,8,8,10,8.81,Commerce,6,6.8,International Business (B.Com)
8,10,2,2,9.18,Humanities,5,5.483333333,Sociology (B.A)
8,4,0,6,8.2,Science,8,7.666666667,Computer Engineering (B.Tech)
0,0,4,2,8.28,Commerce,6,6.733333333,Economics (B.Com)
8,2,6,10,7,Humanities,5,6.633333333,Political Science (B.A)
4,2,10,6,8.64,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,2,8,4,7.34,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,0,8,6,7.59,Humanities,5,5.583333333,Art History (B.A)
2,8,0,4,9.32,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,8,2,6,9.5,Commerce,6,6.833333333,Finance (B.Com)
6,0,10,4,5.41,Humanities,5,5.516666667,History (B.A)
4,10,10,10,8.59,Science,8,7.35,Psychology (B.Sc)
0,4,8,0,5.44,Commerce,6,6.9,Marketing (B.Com)
10,6,4,6,9.88,Humanities,5,6.266666667,English Literature (B.A)
2,2,10,0,5.99,Science,8,7.466666667,Physics (B.Sc)
10,0,2,10,9.48,Commerce,6,6.833333333,Accounting (B.Com)
0,0,2,8,6.45,Humanities,5,5.533333333,Philosophy (B.A)
8,10,8,2,9.03,Science,8,7.283333333,Biology (B.Sc)
2,0,2,6,5.98,Commerce,6,6.8,International Business (B.Com)
2,2,4,10,6.68,Humanities,5,5.483333333,Sociology (B.A)
10,4,6,10,5.6,Science,8,7.666666667,Computer Engineering (B.Tech)
0,6,0,10,7.7,Commerce,6,6.733333333,Economics (B.Com)
4,10,2,10,7.83,Humanities,5,6.633333333,Political Science (B.A)
0,0,4,2,7.72,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,10,0,10,9.07,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,8,0,4,8.59,Humanities,5,5.583333333,Art History (B.A)
10,2,2,0,5.23,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,6,10,2,7.46,Commerce,6,6.833333333,Finance (B.Com)
0,0,8,0,5.64,Humanities,5,5.516666667,History (B.A)
8,6,6,10,6.05,Science,8,7.35,Psychology (B.Sc)
4,10,4,0,7.73,Commerce,6,6.9,Marketing (B.Com)
0,10,8,2,7.05,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,7.03,Science,8,7.466666667,Physics (B.Sc)
10,6,2,6,9.36,Commerce,6,6.833333333,Accounting (B.Com)
4,0,4,2,8.34,Humanities,5,5.533333333,Philosophy (B.A)
2,8,0,0,6.9,Science,8,7.283333333,Biology (B.Sc)
2,6,6,10,5.9,Commerce,6,6.8,International Business (B.Com)
2,6,8,10,7.38,Humanities,5,5.483333333,Sociology (B.A)
0,6,4,4,6.95,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,8,0,9.73,Commerce,6,6.733333333,Economics (B.Com)
4,0,6,10,7.51,Humanities,5,6.633333333,Political Science (B.A)
0,6,10,6,5.15,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,8,2,8,9.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,6,2,9.22,Humanities,5,5.583333333,Art History (B.A)
0,8,2,2,6.3,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,4,8,8.36,Commerce,6,6.833333333,Finance (B.Com)
4,4,4,4,6.01,Humanities,5,5.516666667,History (B.A)
0,0,2,6,6.71,Science,8,7.35,Psychology (B.Sc)
8,2,2,2,7.46,Commerce,6,6.9,Marketing (B.Com)
4,0,4,8,7.97,Humanities,5,6.266666667,English Literature (B.A)
4,0,6,6,9.17,Science,8,7.466666667,Physics (B.Sc)
0,0,2,0,6.98,Commerce,6,6.833333333,Accounting (B.Com)
6,8,10,2,5.53,Humanities,5,5.533333333,Philosophy (B.A)
8,6,0,10,7.19,Science,8,7.283333333,Biology (B.Sc)
10,0,6,8,6.58,Commerce,6,6.8,International Business (B.Com)
10,4,10,0,8.77,Humanities,5,5.483333333,Sociology (B.A)
2,10,2,0,5.97,Science,8,7.666666667,Computer Engineering (B.Tech)
2,10,0,6,9.29,Commerce,6,6.733333333,Economics (B.Com)
8,6,6,0,6.91,Humanities,5,6.633333333,Political Science (B.A)
10,2,0,8,6.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,8,10,0,8.23,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,0,0,0,8.37,Humanities,5,5.583333333,Art History (B.A)
4,4,0,0,5.32,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,6,4,8.87,Commerce,6,6.833333333,Finance (B.Com)
4,0,10,6,5.77,Humanities,5,5.516666667,History (B.A)
6,2,4,0,7.47,Science,8,7.35,Psychology (B.Sc)
0,8,8,8,8.49,Commerce,6,6.9,Marketing (B.Com)
6,8,8,10,5.27,Humanities,5,6.266666667,English Literature (B.A)
0,10,2,0,5.09,Science,8,7.466666667,Physics (B.Sc)
8,6,0,6,6.52,Commerce,6,6.833333333,Accounting (B.Com)
4,0,6,10,9.36,Humanities,5,5.533333333,Philosophy (B.A)
6,6,2,10,5.94,Science,8,7.283333333,Biology (B.Sc)
8,10,2,10,7.84,Commerce,6,6.8,International Business (B.Com)
0,4,4,0,7.7,Humanities,5,5.483333333,Sociology (B.A)
6,6,4,6,6.13,Science,8,7.666666667,Computer Engineering (B.Tech)
8,6,4,8,5.4,Commerce,6,6.733333333,Economics (B.Com)
8,0,10,0,6.95,Humanities,5,6.633333333,Political Science (B.A)
4,2,2,10,6.63,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,10,4,6,9.1,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,2,8,8.08,Humanities,5,5.583333333,Art History (B.A)
10,10,6,0,7.35,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,10,8,4,7.29,Commerce,6,6.833333333,Finance (B.Com)
0,0,2,6,8.88,Humanities,5,5.516666667,History (B.A)
10,4,6,4,8.62,Science,8,7.35,Psychology (B.Sc)
4,0,4,6,7.16,Commerce,6,6.9,Marketing (B.Com)
0,10,2,6,5.59,Humanities,5,6.266666667,English Literature (B.A)
6,4,10,0,8.96,Science,8,7.466666667,Physics (B.Sc)
6,4,4,2,9.28,Commerce,6,6.833333333,Accounting (B.Com)
0,0,4,8,9.39,Humanities,5,5.533333333,Philosophy (B.A)
2,8,2,0,7.24,Science,8,7.283333333,Biology (B.Sc)
0,6,0,4,5.5,Commerce,6,6.8,International Business (B.Com)
2,2,6,2,7.34,Humanities,5,5.483333333,Sociology (B.A)
10,2,2,8,7.36,Science,8,7.666666667,Computer Engineering (B.Tech)
4,0,8,10,8.52,Commerce,6,6.733333333,Economics (B.Com)
0,2,6,6,5.78,Humanities,5,6.633333333,Political Science (B.A)
6,4,10,8,5.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,10,6,2,9.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,8,10,0,5.96,Humanities,5,5.583333333,Art History (B.A)
0,0,0,8,8.49,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,8,6,0,8.95,Commerce,6,6.833333333,Finance (B.Com)
6,6,8,4,6.13,Humanities,5,5.516666667,History (B.A)
10,6,4,2,8.62,Science,8,7.35,Psychology (B.Sc)
4,8,6,4,7.34,Commerce,6,6.9,Marketing (B.Com)
10,2,0,8,7.44,Humanities,5,6.266666667,English Literature (B.A)
0,8,6,4,7.43,Science,8,7.466666667,Physics (B.Sc)
2,4,0,0,5.15,Commerce,6,6.833333333,Accounting (B.Com)
8,8,0,10,5.43,Humanities,5,5.533333333,Philosophy (B.A)
2,2,8,10,5.58,Science,8,7.283333333,Biology (B.Sc)
6,8,0,8,5.63,Commerce,6,6.8,International Business (B.Com)
10,0,6,2,6.04,Humanities,5,5.483333333,Sociology (B.A)
10,6,2,2,7.96,Science,8,7.666666667,Computer Engineering (B.Tech)
0,2,8,2,6.73,Commerce,6,6.733333333,Economics (B.Com)
0,6,0,2,9.94,Humanities,5,6.633333333,Political Science (B.A)
10,6,4,4,5.42,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,0,4,6.35,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,2,8,8,6.58,Humanities,5,5.583333333,Art History (B.A)
10,4,6,8,7.27,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,8,6,5.68,Commerce,6,6.833333333,Finance (B.Com)
10,2,4,0,7.65,Humanities,5,5.516666667,History (B.A)
10,10,4,4,8.06,Science,8,7.35,Psychology (B.Sc)
8,4,0,6,9.89,Commerce,6,6.9,Marketing (B.Com)
4,2,6,6,9,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,9.94,Science,8,7.466666667,Physics (B.Sc)
