Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,English,Maths,Physics,Biology,Chemistry,Accounting,Economics,Business Studies,History,Sociology,Politics,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
0,0,4,8,94,157,55,92,105,0,0,0,0,0,0,7.74,Science,8,7.35,Psychology (B.Sc)
0,10,0,6,162,134,0,0,0,7,131,183,0,0,0,7.55,Commerce,6,6.9,Marketing (B.Com)
8,10,4,10,32,48,0,0,0,0,0,0,22,111,69,8.27,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,10,15,117,142,29,4,0,0,0,0,0,0,8.62,Science,8,7.466666667,Physics (B.Sc)
10,4,6,2,160,157,0,0,0,152,32,83,0,0,0,5.03,Commerce,6,6.833333333,Accounting (B.Com)
4,8,0,2,127,146,0,0,0,0,0,0,187,128,135,7.27,Humanities,5,5.533333333,Philosophy (B.A)
8,0,4,0,198,187,122,187,63,0,0,0,0,0,0,5.09,Science,8,7.283333333,Biology (B.Sc)
0,10,8,10,39,12,0,0,0,60,49,114,0,0,0,9.75,Commerce,6,6.8,International Business (B.Com)
2,10,2,4,83,4,0,0,0,0,0,0,123,90,171,6.1,Humanities,5,5.483333333,Sociology (B.A)
0,6,0,2,178,169,167,69,170,0,0,0,0,0,0,9.49,Science,8,7.666666667,Computer Engineering (B.Tech)
10,4,2,10,58,121,0,0,0,52,7,27,0,0,0,7.31,Commerce,6,6.733333333,Economics (B.Com)
8,2,0,2,159,125,0,0,0,0,0,0,22,93,31,5.91,Humanities,5,6.633333333,Political Science (B.A)
10,10,6,10,90,102,145,27,54,0,0,0,0,0,0,8.73,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,2,4,30,131,0,0,0,186,88,4,0,0,0,7.65,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,10,0,0,132,167,0,0,0,0,0,0,60,191,200,5.45,Humanities,5,5.583333333,Art History (B.A)
0,8,6,0,84,188,158,68,166,0,0,0,0,0,0,6.38,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,10,6,4,1,200,0,0,0,173,170,173,0,0,0,9.05,Commerce,6,6.833333333,Finance (B.Com)
0,0,6,6,137,71,0,0,0,0,0,0,36,40,176,9.1,Humanities,5,5.516666667,History (B.A)
6,4,0,10,151,125,149,28,187,0,0,0,0,0,0,5.98,Science,8,7.35,Psychology (B.Sc)
2,8,10,2,106,186,0,0,0,10,157,39,0,0,0,7.44,Commerce,6,6.9,Marketing (B.Com)
10,4,6,2,127,153,0,0,0,0,0,0,112,39,66,8.57,Humanities,5,6.266666667,English Literature (B.A)
10,2,10,0,122,155,191,199,57,0,0,0,0,0,0,8.6,Science,8,7.466666667,Physics (B.Sc)
8,4,2,8,179,25,0,0,0,5,61,103,0,0,0,8.89,Commerce,6,6.833333333,Accounting (B.Com)
10,8,0,0,98,14,0,0,0,0,0,0,123,28,84,7.25,Humanities,5,5.533333333,Philosophy (B.A)
10,2,4,6,200,36,141,100,200,0,0,0,0,0,0,8.61,Science,8,7.283333333,Biology (B.Sc)
4,4,0,2,150,26,0,0,0,200,21,145,0,0,0,7.15,Commerce,6,6.8,International Business (B.Com)
10,10,6,0,92,134,0,0,0,0,0,0,156,85,189,8.88,Humanities,5,5.483333333,Sociology (B.A)
0,10,0,10,34,118,99,68,48,0,0,0,0,0,0,9.46,Science,8,7.666666667,Computer Engineering (B.Tech)
2,8,2,6,25,142,0,0,0,187,159,173,0,0,0,9.75,Commerce,6,6.733333333,Economics (B.Com)
10,4,8,8,21,168,0,0,0,0,0,0,148,52,196,7.4,Humanities,5,6.633333333,Political Science (B.A)
10,2,4,10,30,64,7,148,146,0,0,0,0,0,0,5.56,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,4,2,0,27,65,0,0,0,115,11,4,0,0,0,7.24,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,4,6,4,65,177,0,0,0,0,0,0,134,130,137,5.69,Humanities,5,5.583333333,Art History (B.A)
10,10,0,6,72,88,182,152,95,0,0,0,0,0,0,6.98,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,6,0,6,72,0,0,0,75,197,145,0,0,0,7.4,Commerce,6,6.833333333,Finance (B.Com)
10,2,0,0,24,66,0,0,0,0,0,0,91,151,194,8.48,Humanities,5,5.516666667,History (B.A)
10,8,0,8,96,37,48,79,69,0,0,0,0,0,0,7.99,Science,8,7.35,Psychology (B.Sc)
10,8,2,0,190,178,0,0,0,196,134,71,0,0,0,9.59,Commerce,6,6.9,Marketing (B.Com)
8,10,10,4,87,151,0,0,0,0,0,0,31,161,80,7.49,Humanities,5,6.266666667,English Literature (B.A)
0,2,10,8,172,117,97,148,96,0,0,0,0,0,0,8.41,Science,8,7.466666667,Physics (B.Sc)
4,10,6,4,31,39,0,0,0,0,83,105,0,0,0,6.39,Commerce,6,6.833333333,Accounting (B.Com)
10,6,6,8,33,57,0,0,0,0,0,0,36,86,115,6.22,Humanities,5,5.533333333,Philosophy (B.A)
6,2,8,4,163,61,53,26,157,0,0,0,0,0,0,5.03,Science,8,7.283333333,Biology (B.Sc)
10,8,0,10,47,162,0,0,0,134,116,10,0,0,0,9.17,Commerce,6,6.8,International Business (B.Com)
8,6,8,10,99,120,0,0,0,0,0,0,118,28,33,5.27,Humanities,5,5.483333333,Sociology (B.A)
6,2,4,6,109,171,14,172,80,0,0,0,0,0,0,9.48,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,4,0,51,65,0,0,0,149,23,62,0,0,0,6.34,Commerce,6,6.733333333,Economics (B.Com)
0,6,0,10,52,14,0,0,0,0,0,0,106,168,131,8.03,Humanities,5,6.633333333,Political Science (B.A)
2,8,4,6,17,23,174,61,160,0,0,0,0,0,0,7.31,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,0,2,2,105,32,0,0,0,180,139,81,0,0,0,8.87,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,0,0,4,145,128,0,0,0,0,0,0,104,29,72,7.38,Humanities,5,5.583333333,Art History (B.A)
4,0,6,4,4,133,181,31,49,0,0,0,0,0,0,8.25,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,0,10,10,24,1,0,0,0,53,130,114,0,0,0,5.13,Commerce,6,6.833333333,Finance (B.Com)
0,8,8,2,3,21,0,0,0,0,0,0,94,26,163,8.32,Humanities,5,5.516666667,History (B.A)
0,8,4,4,1,129,133,6,93,0,0,0,0,0,0,7.97,Science,8,7.35,Psychology (B.Sc)
8,8,10,10,198,94,0,0,0,98,97,42,0,0,0,6.29,Commerce,6,6.9,Marketing (B.Com)
0,2,0,0,51,173,0,0,0,0,0,0,131,156,19,9.01,Humanities,5,6.266666667,English Literature (B.A)
8,6,2,8,87,103,192,94,92,0,0,0,0,0,0,9.07,Science,8,7.466666667,Physics (B.Sc)
6,6,6,8,131,174,0,0,0,147,130,77,0,0,0,5.76,Commerce,6,6.833333333,Accounting (B.Com)
6,10,2,2,153,165,0,0,0,0,0,0,45,22,89,9.41,Humanities,5,5.533333333,Philosophy (B.A)
10,2,6,6,125,98,77,108,125,0,0,0,0,0,0,9.43,Science,8,7.283333333,Biology (B.Sc)
8,4,2,10,86,137,0,0,0,116,82,113,0,0,0,5.1,Commerce,6,6.8,International Business (B.Com)
6,10,4,6,114,128,0,0,0,0,0,0,189,75,32,9.64,Humanities,5,5.483333333,Sociology (B.A)
0,10,8,4,187,41,114,106,83,0,0,0,0,0,0,5.84,Science,8,7.666666667,Computer Engineering (B.Tech)
2,2,4,4,189,173,0,0,0,194,60,48,0,0,0,9.69,Commerce,6,6.733333333,Economics (B.Com)
10,2,0,0,74,148,0,0,0,0,0,0,49,18,185,6.63,Humanities,5,6.633333333,Political Science (B.A)
2,6,8,8,48,131,73,110,123,0,0,0,0,0,0,7.93,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,0,0,6,167,160,0,0,0,39,35,160,0,0,0,8.31,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,6,4,10,60,93,0,0,0,0,0,0,160,78,41,5.25,Humanities,5,5.583333333,Art History (B.A)
4,2,2,0,189,181,186,78,155,0,0,0,0,0,0,5.66,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,6,10,8,104,113,0,0,0,123,43,191,0,0,0,8.46,Commerce,6,6.833333333,Finance (B.Com)
8,6,10,4,29,118,0,0,0,0,0,0,164,78,102,8.59,Humanities,5,5.516666667,History (B.A)
10,4,8,10,193,93,148,97,195,0,0,0,0,0,0,5.66,Science,8,7.35,Psychology (B.Sc)
6,10,0,8,9,41,0,0,0,113,115,70,0,0,0,5.78,Commerce,6,6.9,Marketing (B.Com)
2,0,10,2,175,114,0,0,0,0,0,0,169,52,39,6.77,Humanities,5,6.266666667,English Literature (B.A)
10,2,4,6,15,119,168,66,50,0,0,0,0,0,0,7.18,Science,8,7.466666667,Physics (B.Sc)
10,0,0,0,24,132,0,0,0,75,146,188,0,0,0,5.32,Commerce,6,6.833333333,Accounting (B.Com)
2,10,0,0,124,192,0,0,0,0,0,0,179,174,193,9.79,Humanities,5,5.533333333,Philosophy (B.A)
8,2,6,2,49,170,62,95,117,0,0,0,0,0,0,7.58,Science,8,7.283333333,Biology (B.Sc)
4,4,4,4,39,0,0,0,0,40,116,197,0,0,0,9.17,Commerce,6,6.8,International Business (B.Com)
2,2,4,4,116,82,0,0,0,0,0,0,142,81,88,5.37,Humanities,5,5.483333333,Sociology (B.A)
8,2,10,10,93,76,131,174,136,0,0,0,0,0,0,9.86,Science,8,7.666666667,Computer Engineering (B.Tech)
6,4,10,8,87,156,0,0,0,191,74,158,0,0,0,5.89,Commerce,6,6.733333333,Economics (B.Com)
10,8,10,2,121,55,0,0,0,0,0,0,98,115,42,6.51,Humanities,5,6.633333333,Political Science (B.A)
0,2,4,8,137,166,102,124,29,0,0,0,0,0,0,8.87,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,0,4,8,110,12,0,0,0,126,149,87,0,0,0,5.31,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,10,6,8,166,82,0,0,0,0,0,0,65,82,117,9.27,Humanities,5,5.583333333,Art History (B.A)
10,0,0,2,94,3,184,153,110,0,0,0,0,0,0,5.47,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,6,4,4,11,135,0,0,0,140,154,61,0,0,0,5.39,Commerce,6,6.833333333,Finance (B.Com)
10,0,4,2,149,38,0,0,0,0,0,0,58,114,160,7.74,Humanities,5,5.516666667,History (B.A)
0,4,10,6,4,165,180,37,33,0,0,0,0,0,0,5.28,Science,8,7.35,Psychology (B.Sc)
6,10,2,6,172,70,0,0,0,10,112,159,0,0,0,7.91,Commerce,6,6.9,Marketing (B.Com)
2,6,2,4,138,128,0,0,0,0,0,0,189,41,145,7.4,Humanities,5,6.266666667,English Literature (B.A)
10,0,6,8,195,130,87,168,0,0,0,0,0,0,0,6.74,Science,8,7.466666667,Physics (B.Sc)
4,4,10,8,103,92,0,0,0,15,70,177,0,0,0,8.61,Commerce,6,6.833333333,Accounting (B.Com)
8,2,0,4,85,200,0,0,0,0,0,0,193,177,113,9.55,Humanities,5,5.533333333,Philosophy (B.A)
8,4,8,4,178,60,71,76,122,0,0,0,0,0,0,8.27,Science,8,7.283333333,Biology (B.Sc)
4,0,8,6,183,182,0,0,0,176,196,42,0,0,0,8.45,Commerce,6,6.8,International Business (B.Com)
2,0,2,10,129,43,0,0,0,0,0,0,87,95,132,7.88,Humanities,5,5.483333333,Sociology (B.A)
4,10,0,6,47,109,66,186,193,0,0,0,0,0,0,7.94,Science,8,7.666666667,Computer Engineering (B.Tech)
4,6,4,4,199,135,0,0,0,111,132,56,0,0,0,9.69,Commerce,6,6.733333333,Economics (B.Com)
8,8,10,6,154,5,0,0,0,0,0,0,41,104,29,9.08,Humanities,5,6.633333333,Political Science (B.A)
6,4,10,8,103,76,170,111,4,0,0,0,0,0,0,5.33,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,6,4,4,56,62,0,0,0,195,191,38,0,0,0,6.18,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,6,0,8,120,136,0,0,0,0,0,0,2,179,110,7.19,Humanities,5,5.583333333,Art History (B.A)
4,2,10,2,2,67,11,72,53,0,0,0,0,0,0,5.22,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,2,2,2,73,116,0,0,0,114,93,106,0,0,0,7.83,Commerce,6,6.833333333,Finance (B.Com)
2,2,6,6,73,115,0,0,0,0,0,0,178,47,136,8.37,Humanities,5,5.516666667,History (B.A)
8,10,2,2,32,138,140,183,122,0,0,0,0,0,0,7.01,Science,8,7.35,Psychology (B.Sc)
0,2,10,0,143,154,0,0,0,195,44,71,0,0,0,6.07,Commerce,6,6.9,Marketing (B.Com)
0,0,8,8,200,200,0,0,0,0,0,0,166,6,157,7,Humanities,5,6.266666667,English Literature (B.A)
10,10,8,0,129,149,17,117,142,0,0,0,0,0,0,7.83,Science,8,7.466666667,Physics (B.Sc)
2,2,10,4,188,146,0,0,0,89,48,139,0,0,0,9.26,Commerce,6,6.833333333,Accounting (B.Com)
10,2,8,4,134,127,0,0,0,0,0,0,77,132,163,9.84,Humanities,5,5.533333333,Philosophy (B.A)
10,4,6,10,62,145,179,33,47,0,0,0,0,0,0,7.17,Science,8,7.283333333,Biology (B.Sc)
6,0,2,8,182,93,0,0,0,55,76,119,0,0,0,8.83,Commerce,6,6.8,International Business (B.Com)
10,6,8,0,14,189,0,0,0,0,0,0,117,119,26,5.48,Humanities,5,5.483333333,Sociology (B.A)
0,8,8,4,87,181,81,85,86,0,0,0,0,0,0,7.27,Science,8,7.666666667,Computer Engineering (B.Tech)
4,6,8,8,9,170,0,0,0,9,199,119,0,0,0,6.34,Commerce,6,6.733333333,Economics (B.Com)
6,10,0,2,2,179,0,0,0,0,0,0,154,34,126,9.79,Humanities,5,6.633333333,Political Science (B.A)
2,6,6,2,136,129,191,89,113,0,0,0,0,0,0,8.33,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,8,0,4,197,21,0,0,0,177,113,92,0,0,0,7.35,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,2,0,8,152,75,0,0,0,0,0,0,95,145,69,7.94,Humanities,5,5.583333333,Art History (B.A)
4,4,4,2,110,138,166,28,161,0,0,0,0,0,0,8.4,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,8,10,6,144,13,0,0,0,63,46,132,0,0,0,8.03,Commerce,6,6.833333333,Finance (B.Com)
6,6,2,10,100,24,0,0,0,0,0,0,125,49,85,6.38,Humanities,5,5.516666667,History (B.A)
10,8,10,2,57,37,200,107,62,0,0,0,0,0,0,9.73,Science,8,7.35,Psychology (B.Sc)
8,8,6,10,82,194,0,0,0,26,114,154,0,0,0,9.66,Commerce,6,6.9,Marketing (B.Com)
2,6,6,0,184,194,0,0,0,0,0,0,155,140,183,9.64,Humanities,5,6.266666667,English Literature (B.A)
0,8,6,2,31,99,122,143,30,0,0,0,0,0,0,9.47,Science,8,7.466666667,Physics (B.Sc)
4,6,6,4,154,87,0,0,0,22,123,78,0,0,0,9.66,Commerce,6,6.833333333,Accounting (B.Com)
4,2,10,8,58,66,0,0,0,0,0,0,39,165,100,5.47,Humanities,5,5.533333333,Philosophy (B.A)
8,6,2,0,194,144,188,188,77,0,0,0,0,0,0,8.25,Science,8,7.283333333,Biology (B.Sc)
0,4,0,10,97,165,0,0,0,46,28,62,0,0,0,9.19,Commerce,6,6.8,International Business (B.Com)
0,4,4,2,0,48,0,0,0,0,0,0,32,55,104,9.56,Humanities,5,5.483333333,Sociology (B.A)
8,6,6,8,197,95,13,125,118,0,0,0,0,0,0,6.65,Science,8,7.666666667,Computer Engineering (B.Tech)
8,0,6,4,47,131,0,0,0,64,32,16,0,0,0,8.82,Commerce,6,6.733333333,Economics (B.Com)
10,0,10,10,17,159,0,0,0,0,0,0,170,97,165,6.25,Humanities,5,6.633333333,Political Science (B.A)
4,0,6,8,9,68,172,109,45,0,0,0,0,0,0,7.34,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,4,0,4,122,197,0,0,0,51,98,122,0,0,0,8.03,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,2,2,10,172,147,0,0,0,0,0,0,8,118,131,6,Humanities,5,5.583333333,Art History (B.A)
4,0,8,8,91,180,165,185,65,0,0,0,0,0,0,7.96,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,8,10,6,49,171,0,0,0,73,33,93,0,0,0,8.97,Commerce,6,6.833333333,Finance (B.Com)
6,2,0,4,161,88,0,0,0,0,0,0,123,136,137,9.91,Humanities,5,5.516666667,History (B.A)
10,2,4,2,93,66,100,86,19,0,0,0,0,0,0,8.61,Science,8,7.35,Psychology (B.Sc)
10,6,2,2,123,21,0,0,0,38,108,108,0,0,0,6.45,Commerce,6,6.9,Marketing (B.Com)
10,6,6,4,37,173,0,0,0,0,0,0,99,15,155,8.87,Humanities,5,6.266666667,English Literature (B.A)
4,6,2,8,35,37,23,199,47,0,0,0,0,0,0,9.13,Science,8,7.466666667,Physics (B.Sc)
0,2,2,0,117,69,0,0,0,23,111,167,0,0,0,6.87,Commerce,6,6.833333333,Accounting (B.Com)
10,2,0,4,14,23,0,0,0,0,0,0,151,187,195,7.54,Humanities,5,5.533333333,Philosophy (B.A)
8,2,0,10,176,94,12,51,84,0,0,0,0,0,0,9.66,Science,8,7.283333333,Biology (B.Sc)
8,2,6,8,46,95,0,0,0,41,124,35,0,0,0,5.94,Commerce,6,6.8,International Business (B.Com)
6,2,0,8,9,163,0,0,0,0,0,0,134,119,14,6.42,Humanities,5,5.483333333,Sociology (B.A)
6,10,4,6,156,135,176,64,44,0,0,0,0,0,0,5.91,Science,8,7.666666667,Computer Engineering (B.Tech)
10,0,6,8,67,171,0,0,0,30,69,71,0,0,0,5.34,Commerce,6,6.733333333,Economics (B.Com)
6,10,6,4,142,50,0,0,0,0,0,0,24,80,27,8.14,Humanities,5,6.633333333,Political Science (B.A)
8,0,4,8,147,32,86,64,44,0,0,0,0,0,0,8.04,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,6,6,8,116,81,0,0,0,5,130,144,0,0,0,8.52,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,0,2,67,195,0,0,0,0,0,0,142,192,133,8.14,Humanities,5,5.583333333,Art History (B.A)
6,10,4,8,163,55,159,155,165,0,0,0,0,0,0,9.16,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,0,2,4,69,55,0,0,0,60,174,22,0,0,0,6.72,Commerce,6,6.833333333,Finance (B.Com)
8,2,6,0,31,187,0,0,0,0,0,0,167,99,88,5.49,Humanities,5,5.516666667,History (B.A)
0,10,6,6,95,156,129,85,131,0,0,0,0,0,0,7.22,Science,8,7.35,Psychology (B.Sc)
8,4,10,8,128,200,0,0,0,104,173,151,0,0,0,8.09,Commerce,6,6.9,Marketing (B.Com)
0,4,10,10,124,124,0,0,0,0,0,0,7,91,170,5.16,Humanities,5,6.266666667,English Literature (B.A)
2,10,8,2,9,121,190,104,2,0,0,0,0,0,0,6.09,Science,8,7.466666667,Physics (B.Sc)
0,2,8,6,77,188,0,0,0,90,149,46,0,0,0,6.66,Commerce,6,6.833333333,Accounting (B.Com)
0,10,10,6,88,123,0,0,0,0,0,0,165,25,38,5.36,Humanities,5,5.533333333,Philosophy (B.A)
2,10,10,10,172,81,10,128,32,0,0,0,0,0,0,9.64,Science,8,7.283333333,Biology (B.Sc)
10,10,2,6,84,166,0,0,0,120,157,84,0,0,0,9.89,Commerce,6,6.8,International Business (B.Com)
0,0,4,8,27,24,0,0,0,0,0,0,173,24,98,6.46,Humanities,5,5.483333333,Sociology (B.A)
6,4,0,2,128,48,130,107,73,0,0,0,0,0,0,8.85,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,8,0,45,160,0,0,0,135,94,28,0,0,0,5.96,Commerce,6,6.733333333,Economics (B.Com)
0,0,4,0,180,98,0,0,0,0,0,0,190,187,99,7.92,Humanities,5,6.633333333,Political Science (B.A)
2,4,6,0,121,94,42,68,70,0,0,0,0,0,0,6.9,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,2,0,4,51,13,0,0,0,101,181,140,0,0,0,9.15,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,10,6,8,73,62,0,0,0,0,0,0,12,84,109,5.24,Humanities,5,5.583333333,Art History (B.A)
4,2,4,8,18,68,118,148,169,0,0,0,0,0,0,5.28,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,8,8,8,69,166,0,0,0,113,158,74,0,0,0,7.36,Commerce,6,6.833333333,Finance (B.Com)
6,6,8,2,30,79,0,0,0,0,0,0,21,100,38,6.37,Humanities,5,5.516666667,History (B.A)
0,8,0,8,35,32,80,130,33,0,0,0,0,0,0,7.35,Science,8,7.35,Psychology (B.Sc)
10,6,10,4,142,141,0,0,0,49,72,159,0,0,0,5.25,Commerce,6,6.9,Marketing (B.Com)
6,6,10,10,45,14,0,0,0,0,0,0,44,53,109,5.91,Humanities,5,6.266666667,English Literature (B.A)
0,0,10,2,186,83,131,117,134,0,0,0,0,0,0,7.71,Science,8,7.466666667,Physics (B.Sc)
4,0,2,4,92,155,0,0,0,81,26,61,0,0,0,6.86,Commerce,6,6.833333333,Accounting (B.Com)
2,10,6,4,158,145,0,0,0,0,0,0,79,146,196,7.92,Humanities,5,5.533333333,Philosophy (B.A)
6,0,6,0,10,18,145,79,122,0,0,0,0,0,0,8.05,Science,8,7.283333333,Biology (B.Sc)
10,2,10,8,45,1,0,0,0,153,48,118,0,0,0,8.9,Commerce,6,6.8,International Business (B.Com)
6,10,6,4,5,125,0,0,0,0,0,0,110,158,53,5.88,Humanities,5,5.483333333,Sociology (B.A)
4,2,0,6,47,59,52,128,14,0,0,0,0,0,0,5.26,Science,8,7.666666667,Computer Engineering (B.Tech)
10,2,4,4,73,176,0,0,0,90,23,187,0,0,0,7.9,Commerce,6,6.733333333,Economics (B.Com)
10,4,8,4,150,176,0,0,0,0,0,0,189,110,185,8.29,Humanities,5,6.633333333,Political Science (B.A)
6,8,4,4,117,188,96,175,143,0,0,0,0,0,0,6.58,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,2,6,177,113,0,0,0,35,35,48,0,0,0,9.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,4,6,0,31,24,0,0,0,0,0,0,41,188,37,6.59,Humanities,5,5.583333333,Art History (B.A)
2,8,0,4,171,36,91,121,31,0,0,0,0,0,0,6.01,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,0,10,4,152,107,0,0,0,87,167,94,0,0,0,8.11,Commerce,6,6.833333333,Finance (B.Com)
0,10,0,10,127,38,0,0,0,0,0,0,127,86,100,8.48,Humanities,5,5.516666667,History (B.A)
2,10,4,6,181,52,104,189,180,0,0,0,0,0,0,7.35,Science,8,7.35,Psychology (B.Sc)
10,0,10,8,141,31,0,0,0,110,27,49,0,0,0,5.49,Commerce,6,6.9,Marketing (B.Com)
8,6,2,4,119,83,0,0,0,0,0,0,115,53,185,7.1,Humanities,5,6.266666667,English Literature (B.A)
4,0,0,8,145,198,24,125,6,0,0,0,0,0,0,8.53,Science,8,7.466666667,Physics (B.Sc)
2,6,2,6,180,21,0,0,0,180,142,124,0,0,0,9.9,Commerce,6,6.833333333,Accounting (B.Com)
0,0,8,2,180,118,0,0,0,0,0,0,150,100,101,8.34,Humanities,5,5.533333333,Philosophy (B.A)
2,10,10,2,137,78,163,50,101,0,0,0,0,0,0,7.75,Science,8,7.283333333,Biology (B.Sc)
2,8,2,2,139,15,0,0,0,192,177,100,0,0,0,5.65,Commerce,6,6.8,International Business (B.Com)
8,10,6,10,75,179,0,0,0,0,0,0,164,28,70,7.01,Humanities,5,5.483333333,Sociology (B.A)
2,10,6,2,105,65,91,136,126,0,0,0,0,0,0,9.96,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,6,6,57,161,0,0,0,67,171,99,0,0,0,5.36,Commerce,6,6.733333333,Economics (B.Com)
10,10,2,6,45,159,0,0,0,0,0,0,187,64,158,9.68,Humanities,5,6.633333333,Political Science (B.A)
8,10,8,6,182,188,20,200,139,0,0,0,0,0,0,5.91,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,6,2,179,67,0,0,0,0,166,13,0,0,0,8.91,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,0,0,0,182,101,0,0,0,0,0,0,99,81,150,7.46,Humanities,5,5.583333333,Art History (B.A)
2,0,0,4,146,143,74,63,183,0,0,0,0,0,0,5.96,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,6,10,8,187,144,0,0,0,22,19,133,0,0,0,5.53,Commerce,6,6.833333333,Finance (B.Com)
10,0,8,8,120,96,0,0,0,0,0,0,141,99,23,6.93,Humanities,5,5.516666667,History (B.A)
4,4,4,8,156,158,72,12,51,0,0,0,0,0,0,6.72,Science,8,7.35,Psychology (B.Sc)
6,6,0,0,151,138,0,0,0,188,176,36,0,0,0,7.21,Commerce,6,6.9,Marketing (B.Com)
2,6,0,4,180,59,0,0,0,0,0,0,182,125,125,8.97,Humanities,5,6.266666667,English Literature (B.A)
0,8,0,6,58,190,126,32,152,0,0,0,0,0,0,7.42,Science,8,7.466666667,Physics (B.Sc)
6,10,6,6,104,142,0,0,0,24,57,81,0,0,0,8.73,Commerce,6,6.833333333,Accounting (B.Com)
8,8,10,0,12,113,0,0,0,0,0,0,31,195,26,5.84,Humanities,5,5.533333333,Philosophy (B.A)
8,4,8,4,153,1,135,88,177,0,0,0,0,0,0,8.51,Science,8,7.283333333,Biology (B.Sc)
10,10,6,6,107,162,0,0,0,8,154,175,0,0,0,9.52,Commerce,6,6.8,International Business (B.Com)
0,8,2,4,137,101,0,0,0,0,0,0,100,33,40,7.32,Humanities,5,5.483333333,Sociology (B.A)
8,0,0,2,115,153,85,76,89,0,0,0,0,0,0,8.55,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,4,4,145,11,0,0,0,133,38,22,0,0,0,8.31,Commerce,6,6.733333333,Economics (B.Com)
2,0,6,8,121,68,0,0,0,0,0,0,61,123,143,9.83,Humanities,5,6.633333333,Political Science (B.A)
8,0,10,4,99,95,47,174,154,0,0,0,0,0,0,8.79,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,2,10,4,151,25,0,0,0,168,101,44,0,0,0,8.83,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,0,2,4,57,199,0,0,0,0,0,0,20,198,29,7.93,Humanities,5,5.583333333,Art History (B.A)
4,0,10,0,40,73,155,3,101,0,0,0,0,0,0,6.13,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,6,4,10,91,19,0,0,0,165,106,8,0,0,0,8.57,Commerce,6,6.833333333,Finance (B.Com)
0,4,4,4,8,65,0,0,0,0,0,0,126,191,10,8.97,Humanities,5,5.516666667,History (B.A)
0,10,2,0,141,115,65,50,184,0,0,0,0,0,0,8.37,Science,8,7.35,Psychology (B.Sc)
4,8,8,4,105,200,0,0,0,128,100,149,0,0,0,7.52,Commerce,6,6.9,Marketing (B.Com)
6,10,4,10,20,35,0,0,0,0,0,0,152,125,21,7.65,Humanities,5,6.266666667,English Literature (B.A)
8,10,10,6,146,74,155,61,71,0,0,0,0,0,0,6.46,Science,8,7.466666667,Physics (B.Sc)
8,6,2,6,124,67,0,0,0,137,34,37,0,0,0,6.39,Commerce,6,6.833333333,Accounting (B.Com)
8,4,8,4,73,52,0,0,0,0,0,0,56,10,43,5.46,Humanities,5,5.533333333,Philosophy (B.A)
4,2,0,8,148,2,78,116,131,0,0,0,0,0,0,7.63,Science,8,7.283333333,Biology (B.Sc)
2,6,2,6,86,180,0,0,0,122,53,104,0,0,0,5.13,Commerce,6,6.8,International Business (B.Com)
